Client Count CSCI B-04
Generated: 2015-Nov-09, 14:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Mon Nov 09 13:33:44 GMT+00:00 2015,9,9
total,Mon Nov 09 13:38:52 GMT+00:00 2015,11,11
total,Mon Nov 09 13:44:03 GMT+00:00 2015,12,12
total,Mon Nov 09 13:49:13 GMT+00:00 2015,12,12
total,Mon Nov 09 13:54:37 GMT+00:00 2015,15,15
total,Mon Nov 09 14:00:31 GMT+00:00 2015,24,24
total,Mon Nov 09 14:05:31 GMT+00:00 2015,42,42
total,Mon Nov 09 14:09:46 GMT+00:00 2015,43,43
total,Mon Nov 09 14:14:31 GMT+00:00 2015,42,42
total,Mon Nov 09 14:19:20 GMT+00:00 2015,43,43
total,Mon Nov 09 14:24:23 GMT+00:00 2015,42,42
total,Mon Nov 09 14:29:21 GMT+00:00 2015,44,44
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Mon Nov 09 13:33:44 GMT+00:00 2015,9,9
Belfield > Computer Science > B-004,Mon Nov 09 13:38:52 GMT+00:00 2015,11,11
Belfield > Computer Science > B-004,Mon Nov 09 13:44:03 GMT+00:00 2015,12,12
Belfield > Computer Science > B-004,Mon Nov 09 13:49:13 GMT+00:00 2015,12,12
Belfield > Computer Science > B-004,Mon Nov 09 13:54:37 GMT+00:00 2015,15,15
Belfield > Computer Science > B-004,Mon Nov 09 14:00:31 GMT+00:00 2015,24,24
Belfield > Computer Science > B-004,Mon Nov 09 14:05:31 GMT+00:00 2015,42,42
Belfield > Computer Science > B-004,Mon Nov 09 14:09:46 GMT+00:00 2015,43,43
Belfield > Computer Science > B-004,Mon Nov 09 14:14:31 GMT+00:00 2015,42,42
Belfield > Computer Science > B-004,Mon Nov 09 14:19:20 GMT+00:00 2015,43,43
Belfield > Computer Science > B-004,Mon Nov 09 14:24:23 GMT+00:00 2015,42,42
Belfield > Computer Science > B-004,Mon Nov 09 14:29:21 GMT+00:00 2015,44,44
