Client Count CSCI B-02
Generated: 2015-Nov-04, 14:30:00 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Wed Nov 04 13:31:34 GMT+00:00 2015,21,21
total,Wed Nov 04 13:36:51 GMT+00:00 2015,22,22
total,Wed Nov 04 13:41:49 GMT+00:00 2015,21,21
total,Wed Nov 04 13:47:04 GMT+00:00 2015,24,24
total,Wed Nov 04 13:52:25 GMT+00:00 2015,26,26
total,Wed Nov 04 13:58:02 GMT+00:00 2015,29,29
total,Wed Nov 04 14:03:37 GMT+00:00 2015,22,22
total,Wed Nov 04 14:08:19 GMT+00:00 2015,21,21
total,Wed Nov 04 14:12:50 GMT+00:00 2015,21,21
total,Wed Nov 04 14:17:36 GMT+00:00 2015,23,23
total,Wed Nov 04 14:22:40 GMT+00:00 2015,24,24
total,Wed Nov 04 14:27:42 GMT+00:00 2015,24,24
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-002,Wed Nov 04 13:31:34 GMT+00:00 2015,21,21
Belfield > Computer Science > B-002,Wed Nov 04 13:36:51 GMT+00:00 2015,22,22
Belfield > Computer Science > B-002,Wed Nov 04 13:41:49 GMT+00:00 2015,21,21
Belfield > Computer Science > B-002,Wed Nov 04 13:47:04 GMT+00:00 2015,24,24
Belfield > Computer Science > B-002,Wed Nov 04 13:52:25 GMT+00:00 2015,26,26
Belfield > Computer Science > B-002,Wed Nov 04 13:58:02 GMT+00:00 2015,29,29
Belfield > Computer Science > B-002,Wed Nov 04 14:03:37 GMT+00:00 2015,22,22
Belfield > Computer Science > B-002,Wed Nov 04 14:08:19 GMT+00:00 2015,21,21
Belfield > Computer Science > B-002,Wed Nov 04 14:12:50 GMT+00:00 2015,21,21
Belfield > Computer Science > B-002,Wed Nov 04 14:17:36 GMT+00:00 2015,23,23
Belfield > Computer Science > B-002,Wed Nov 04 14:22:40 GMT+00:00 2015,24,24
Belfield > Computer Science > B-002,Wed Nov 04 14:27:42 GMT+00:00 2015,24,24
