Client Count CSCI B-03
Generated: 2015-Nov-12, 16:30:00 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Thu Nov 12 15:31:27 GMT+00:00 2015,12,12
total,Thu Nov 12 15:36:30 GMT+00:00 2015,16,16
total,Thu Nov 12 15:41:31 GMT+00:00 2015,14,14
total,Thu Nov 12 15:46:58 GMT+00:00 2015,17,17
total,Thu Nov 12 15:51:52 GMT+00:00 2015,14,14
total,Thu Nov 12 15:57:18 GMT+00:00 2015,13,13
total,Thu Nov 12 16:02:46 GMT+00:00 2015,15,15
total,Thu Nov 12 16:07:56 GMT+00:00 2015,12,12
total,Thu Nov 12 16:12:21 GMT+00:00 2015,9,9
total,Thu Nov 12 16:17:16 GMT+00:00 2015,12,12
total,Thu Nov 12 16:22:13 GMT+00:00 2015,20,20
total,Thu Nov 12 16:27:11 GMT+00:00 2015,18,18
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-003,Thu Nov 12 15:31:27 GMT+00:00 2015,12,12
Belfield > Computer Science > B-003,Thu Nov 12 15:36:30 GMT+00:00 2015,16,16
Belfield > Computer Science > B-003,Thu Nov 12 15:41:31 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Thu Nov 12 15:46:58 GMT+00:00 2015,17,17
Belfield > Computer Science > B-003,Thu Nov 12 15:51:52 GMT+00:00 2015,14,14
Belfield > Computer Science > B-003,Thu Nov 12 15:57:18 GMT+00:00 2015,13,13
Belfield > Computer Science > B-003,Thu Nov 12 16:02:46 GMT+00:00 2015,15,15
Belfield > Computer Science > B-003,Thu Nov 12 16:07:56 GMT+00:00 2015,12,12
Belfield > Computer Science > B-003,Thu Nov 12 16:12:21 GMT+00:00 2015,9,9
Belfield > Computer Science > B-003,Thu Nov 12 16:17:16 GMT+00:00 2015,12,12
Belfield > Computer Science > B-003,Thu Nov 12 16:22:13 GMT+00:00 2015,20,20
Belfield > Computer Science > B-003,Thu Nov 12 16:27:11 GMT+00:00 2015,18,18
