Client Count CSCI B-04
Generated: 2015-Nov-06, 17:30:01 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Fri Nov 06 16:31:22 GMT+00:00 2015,1,1
total,Fri Nov 06 16:36:23 GMT+00:00 2015,1,1
total,Fri Nov 06 16:41:27 GMT+00:00 2015,0,0
total,Fri Nov 06 16:46:28 GMT+00:00 2015,0,0
total,Fri Nov 06 16:51:28 GMT+00:00 2015,0,0
total,Fri Nov 06 16:56:34 GMT+00:00 2015,0,0
total,Fri Nov 06 17:01:35 GMT+00:00 2015,0,0
total,Fri Nov 06 17:06:38 GMT+00:00 2015,0,0
total,Fri Nov 06 17:11:38 GMT+00:00 2015,0,0
total,Fri Nov 06 17:16:35 GMT+00:00 2015,0,0
total,Fri Nov 06 17:21:31 GMT+00:00 2015,0,0
total,Fri Nov 06 17:26:36 GMT+00:00 2015,0,0
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Fri Nov 06 16:31:22 GMT+00:00 2015,1,1
Belfield > Computer Science > B-004,Fri Nov 06 16:36:23 GMT+00:00 2015,1,1
Belfield > Computer Science > B-004,Fri Nov 06 16:41:27 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 16:46:28 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 16:51:28 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 16:56:34 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:01:35 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:06:38 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:11:38 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:16:35 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:21:31 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Fri Nov 06 17:26:36 GMT+00:00 2015,0,0
