Client Count CSCI B-04
Generated: 2015-Nov-05, 06:30:03 GMT+00:00
Report By: Floor Area
Connection Protocol/SSID: All Clients/All SSIDs
Reporting Period: Last 1 hour
 
Total Client Count
Total Count,Event Time,Associated Client Count,Authenticated Client Count
total,Thu Nov 05 05:34:06 GMT+00:00 2015,0,0
total,Thu Nov 05 05:39:08 GMT+00:00 2015,0,0
total,Thu Nov 05 05:44:09 GMT+00:00 2015,0,0
total,Thu Nov 05 05:49:12 GMT+00:00 2015,0,0
total,Thu Nov 05 05:54:10 GMT+00:00 2015,0,0
total,Thu Nov 05 05:59:16 GMT+00:00 2015,0,0
total,Thu Nov 05 06:04:16 GMT+00:00 2015,0,0
total,Thu Nov 05 06:09:19 GMT+00:00 2015,0,0
total,Thu Nov 05 06:14:18 GMT+00:00 2015,0,0
total,Thu Nov 05 06:19:20 GMT+00:00 2015,0,0
total,Thu Nov 05 06:24:23 GMT+00:00 2015,0,0
total,Thu Nov 05 06:29:23 GMT+00:00 2015,0,0
Client Count
Key,Event Time,Associated Client Count,Authenticated Client Count
Belfield > Computer Science > B-004,Thu Nov 05 05:34:06 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 05:39:08 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 05:44:09 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 05:49:12 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 05:54:10 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 05:59:16 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:04:16 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:09:19 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:14:18 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:19:20 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:24:23 GMT+00:00 2015,0,0
Belfield > Computer Science > B-004,Thu Nov 05 06:29:23 GMT+00:00 2015,0,0
